"MAPPINGID","SOURCE_SYSTEM","TARGET_SYSTEM","ATTRIBUTE","KEY","VALUE","DESCRIPTION"
"24120","PAS","GSSP","ErrorItemCode","520","Employee Employment Info","Retrieving ErrorItemCode based on ColumnIdentifier"
"24121","PAS","GSSP","ErrorElement","59","Dependent Last Name","Retrieving ErrorElement based on ColumnIdentifier"
"24122","PAS","GSSP","ErrorElement","7","Member Birth Date","Retrieving ErrorElement based on ColumnIdentifier"
"24123","PAS","GSSP","ErrorItemCode","492","Coverage Details","Retrieving ErrorItemCode based on ColumnIdentifier"
"24124","PAS","GSSP","ErrorItemCode","493","Coverage Details","Retrieving ErrorItemCode based on ColumnIdentifier"
"24125","PAS","GSSP","ErrorItemCode","432","Coverage Details","Retrieving ErrorItemCode based on ColumnIdentifier"
"24126","PAS","GSSP","ErrorItemCode","491","Coverage Details","Retrieving ErrorItemCode based on ColumnIdentifier"
"24127","PAS","GSSP","ErrorItemCode","435","Coverage Details","Retrieving ErrorItemCode based on ColumnIdentifier"
"24128","PAS","GSSP","ErrorItemCode","436","Coverage Details","Retrieving ErrorItemCode based on ColumnIdentifier"
"24129","PAS","GSSP","ErrorItemCode","438","Coverage Details","Retrieving ErrorItemCode based on ColumnIdentifier"
"24130","PAS","GSSP","ErrorItemCode","442","Coverage Details","Retrieving ErrorItemCode based on ColumnIdentifier"
"24131","PAS","GSSP","ErrorItemCode","499","Coverage Details","Retrieving ErrorItemCode based on ColumnIdentifier"
"24132","PAS","GSSP","ErrorItemCode","500","Coverage Details","Retrieving ErrorItemCode based on ColumnIdentifier"
"24133","PAS","GSSP","ErrorItemCode","501","Coverage Details","Retrieving ErrorItemCode based on ColumnIdentifier"
"24134","PAS","GSSP","ErrorItemCode","502","Coverage Details","Retrieving ErrorItemCode based on ColumnIdentifier"
"24135","PAS","GSSP","ErrorElement","52","Dependent Gender","Retrieving ErrorElement based on ColumnIdentifier"
"24136","PAS","GSSP","ErrorElement","53","Dependent Tobacco Usage","Retrieving ErrorElement based on ColumnIdentifier"
"24137","PAS","GSSP","ErrorElement","54","Dependent SSN","Retrieving ErrorElement based on ColumnIdentifier"
"24138","PAS","GSSP","ErrorElement","55","Dependent SSN","Retrieving ErrorElement based on ColumnIdentifier"
"24139","PAS","GSSP","ErrorElement","5","Member Middle Name","Retrieving ErrorElement based on ColumnIdentifier"
"24140","PAS","GSSP","ErrorElement","56","Dependent Prefix","Retrieving ErrorElement based on ColumnIdentifier"
"24141","MAJESCO","ICOMP","State","49","SD","South Dakota"
"24142","PAS","GSSP","ErrorElement","32","Member Email Type","Retrieving ErrorElement based on ColumnIdentifier"
"24143","PAS","GSSP","ErrorElement ","8","Member Gender","Retrieving ErrorElement based on ColumnIdentifier"
"24144","PAS","GSSP","ErrorElement","9","Member Tobacco Usage","Retrieving ErrorElement based on ColumnIdentifier"
"24145","PAS","GSSP","ErrorElement","2","Member SSN","Retrieving ErrorElement based on ColumnIdentifier"
"24146","PAS","GSSP","ErrorItemCode","482","Coverage Details","Retrieving ErrorItemCode based on ColumnIdentifier"
"24147","PAS","GSSP","ErrorElement","4","Member First Name","Retrieving ErrorElement based on ColumnIdentifier"
"24148","PAS","GSSP","ErrorElement","6","Member Last Name","Retrieving ErrorElement based on ColumnIdentifier"
"24149","PAS","GSSP","ErrorItemCode","486","Coverage Details","Retrieving ErrorItemCode based on ColumnIdentifier"
"24150","PAS","GSSP","ErrorItemCode","487","Coverage Details","Retrieving ErrorItemCode based on ColumnIdentifier"
"24154","PAS","GSSP","ErrorElement","22","Member Address Line 3","Retrieving ErrorElement based on ColumnIdentifier"
"24155","PAS","GSSP","ErrorItemCode","504","Coverage Details","Retrieving ErrorItemCode based on ColumnIdentifier"
"24156","PAS","GSSP","ErrorItemCode","505","Coverage Details","Retrieving ErrorItemCode based on ColumnIdentifier"
"24157","PAS","GSSP","ErrorItemCode","506","Coverage Details","Retrieving ErrorItemCode based on ColumnIdentifier"
"24158","PAS","GSSP","ErrorItemCode","507","Coverage Details","Retrieving ErrorItemCode based on ColumnIdentifier"
"24159","PAS","GSSP","ErrorItemCode","508","Coverage Details","Retrieving ErrorItemCode based on ColumnIdentifier"
"24160","PAS","GSSP","ErrorElement","29","Member Phone Number","Retrieving ErrorElement based on ColumnIdentifier"
"24161","PAS","GSSP","ErrorItemCode","519","Employee Personal Info","Retrieving ErrorItemCode based on ColumnIdentifier"
"24162","PAS","GSSP","ErrorElement","50","Dependent Corporate","Retrieving ErrorElement based on ColumnIdentifier"
"24163","PAS","GSSP","ErrorElement","51","Dependent Birth Date","Retrieving ErrorElement based on ColumnIdentifier"
"24164","PAS","GSSP","ErrorElement","57","Dependent First Name","Retrieving ErrorElement based on ColumnIdentifier"
"24165","PAS","GSSP","ErrorElement","58","Dependent Middle Name","Retrieving ErrorElement based on ColumnIdentifier"
"24166","PAS","GSSP","ErrorElement","75","Dependent SSN","Retrieving ErrorElement based on ColumnIdentifier"
"24167","MAJESCO","MetFacs2","SalesOff_ADMN_UNIT","47","03B","Cleveland"
"24168","PAS","GSSP","ErrorElement","3","Member Prefix","Retrieving ErrorElement based on ColumnIdentifier"
"24169","PAS","GSSP","ErrorElement","30","Member Phone Type","Retrieving ErrorElement based on ColumnIdentifier"
"24170","PAS","GSSP","ErrorElement","31","Member Phone Number","Retrieving ErrorElement based on ColumnIdentifier"
"24171","PAS","GSSP","ErrorElement","12","Member Address Line 2","Retrieving ErrorElement based on ColumnIdentifier"
"24172","PAS","GSSP","ErrorElement","13","Member Address Line 3","Retrieving ErrorElement based on ColumnIdentifier"
"24173","PAS","GSSP","ErrorElement","14","Member Address Line 4","Retrieving ErrorElement based on ColumnIdentifier"
"24174","PAS","GSSP","ErrorElement","10","Member Address Type","Retrieving ErrorElement based on ColumnIdentifier"
"24175","PAS","GSSP","ErrorElement","11","Member Address Line 1","Retrieving ErrorElement based on ColumnIdentifier"
"24176","Majesco","Impaqs","BSCL_Document","127","BasicPersonalADD","NULL"
"24177","PAS","GSSP","ErrorItemCode","494","Coverage Details","Retrieving ErrorItemCode based on ColumnIdentifier"
"24178","PAS","GSSP","ErrorItemCode","495","Coverage Details","Retrieving ErrorItemCode based on ColumnIdentifier"
"24179","PAS","GSSP","ErrorItemCode","496","Coverage Details","Retrieving ErrorItemCode based on ColumnIdentifier"
"24180","PAS","GSSP","ErrorItemCode","497","Coverage Details","Retrieving ErrorItemCode based on ColumnIdentifier"
"24181","PAS","GSSP","ErrorItemCode","498","Coverage Details","Retrieving ErrorItemCode based on ColumnIdentifier"
"24182","PAS","GSSP","ErrorElement","18","Member Postal Code","Retrieving ErrorElement based on ColumnIdentifier"
"24151","PAS","GSSP","ErrorItemCode","488","Coverage Details","Retrieving ErrorItemCode based on ColumnIdentifier"
"24152","PAS","GSSP","ErrorItemCode","489","Coverage Details","Retrieving ErrorItemCode based on ColumnIdentifier"
"24153","PAS","GSSP","ErrorItemCode","490","Coverage Details","Retrieving ErrorItemCode based on ColumnIdentifier"
"24188","PAS","GSSP","ErrorElement","40","Dependent Corporate","Retrieving ErrorElement based on ColumnIdentifier"
"24189","PAS","GSSP","ErrorElement","41","Dependent Birth Date","Retrieving ErrorElement based on ColumnIdentifier"
"24190","PAS","GSSP","ErrorElement","42","Dependent Gender","Retrieving ErrorElement based on ColumnIdentifier"
"24191","PAS","GSSP","ErrorElement","43","Dependent Tobacco Usage","Retrieving ErrorElement based on ColumnIdentifier"
"24192","PAS","GSSP","ErrorElement","44","Dependent SSN","Retrieving ErrorElement based on ColumnIdentifier"
"24193","PAS","GSSP","ErrorElement","45","Dependent SSN","Retrieving ErrorElement based on ColumnIdentifier"
"24194","PAS","GSSP","ErrorElement","66","Dependent Prefix","Retrieving ErrorElement based on ColumnIdentifier"
"24195","PAS","GSSP","ErrorElement","67","Dependent First Name","Retrieving ErrorElement based on ColumnIdentifier"
"24196","PAS","GSSP","ErrorElement","118","Dependent Middle Name","Retrieving ErrorElement based on ColumnIdentifier"
"24197","PAS","GSSP","ErrorElement","119","Dependent Last Name","Retrieving ErrorElement based on ColumnIdentifier"
"24198","PAS","ETL","CountryName","266","Lesotho","NULL"
"24199","PAS","GSSP","ErrorElement","15","Member City","Retrieving ErrorElement based on ColumnIdentifier"
"24200","PAS","GSSP","ErrorElement","16","Member State","Retrieving ErrorElement based on ColumnIdentifier"
"24201","PAS","GSSP","ErrorElement","17","Member Country","Retrieving ErrorElement based on ColumnIdentifier"
"24202","PAS","GSSP","ErrorElement","46","Dependent Prefix","Retrieving ErrorElement based on ColumnIdentifier"
"24203","PAS","GSSP","ErrorElement","47","Dependent First Name","Retrieving ErrorElement based on ColumnIdentifier"
"24204","PAS","GSSP","ErrorElement","48","Dependent Middle Name","Retrieving ErrorElement based on ColumnIdentifier"
"24205","PAS","GSSP","ErrorElement","49","Dependent Last Name","Retrieving ErrorElement based on ColumnIdentifier"
"24206","PAS","GSSP","ErrorElement","23","Member Address Line 4","Retrieving ErrorElement based on ColumnIdentifier"
"24207","PAS","GSSP","ErrorElement","24","Member City","Retrieving ErrorElement based on ColumnIdentifier"
"24208","PAS","GSSP","ErrorElement","25","Member State","Retrieving ErrorElement based on ColumnIdentifier"
"24209","PAS","GSSP","ErrorElement","26","Member Country","Retrieving ErrorElement based on ColumnIdentifier"
"24210","PAS","GSSP","ErrorElement","27","Member Postal Code","Retrieving ErrorElement based on ColumnIdentifier"
"24211","PAS","GSSP","ErrorElement","28","Member Phone Type","Retrieving ErrorElement based on ColumnIdentifier"
"24212","PAS","GSSP","ErrorElement","68","Dependent Middle Name","Retrieving ErrorElement based on ColumnIdentifier"
"24213","PAS","GSSP","ErrorElement","69","Dependent Last Name","Retrieving ErrorElement based on ColumnIdentifier"
"24214","PAS","GSSP","ErrorElement","70","Dependent Corporate","Retrieving ErrorElement based on ColumnIdentifier"
"24183","PAS","GSSP","ErrorElement","19","Member Address Type","Retrieving ErrorElement based on ColumnIdentifier"
"24184","PAS","GSSP","ErrorElement","20","Member Address Line 1","Retrieving ErrorElement based on ColumnIdentifier"
"24185","PAS","GSSP","ErrorElement","21","Member Address Line 2","Retrieving ErrorElement based on ColumnIdentifier"
"24186","GSSP","PAS","ADDCoverageNameCode","111","DADDS","Retrieving ProductCode based on ProductNameCode"
"24187","PAS","GSSP","ErrorElement","106","Dependent Prefix","Retrieving ErrorElement based on ColumnIdentifier"
"24220","MAJESCO","ICOMP","State","5","AR","Arkansas"
"24221","PAS","GSSP","Provisions_DPPO_1","DPPO_Custom","TMJ Coverage","Retrieving Provision based on value"
"24222","PAS","GSSP","answerDescription","CIAA_TIERTYPE_2Tier","2 Tier (Employee, Employee + Family)","Retrieving PAS Product Code based on GSSP Product Name"
"24223","GSSP","PAS","ProductNameCode","106","BSCL","Retrieving PAS Product Code based on GSSP Product Name"
"24224","PAS","GSSP","answerDescription","HI_TIERTYPE_2TIER","2 Tier (Employee, Employee + Family)","Retrieving PAS Product Code based on GSSP Product Name"
"24225","PAS","GSSP","answerDescription","HI_TIERTYPE_3TIER","3 Tier (Employee, Employee + 1, Employee + 2 or more)","Retrieving PAS Product Code based on GSSP Product Name"
"24226","PAS","GSSP","answerDescription","HI_TIERTYPE_4TIER","4 Tier (Employee, Employee+Spouse, Employee+Child(ren), Employee + Family)","Retrieving PAS Product Code based on GSSP Product Name"
"24227","MAJESCO","GSSP","ErrorCode","billProfiles_POST","505","Retrieving ErrorCode based on service and method name"
"24228","MAJESCO","ICOMP","BrokerScale","200","Regular Scale",
"24229","MAJESCO","GSSP","ErrorCode","deductionSchedules_GET","506","Retrieving ErrorCode based on service and method name"
"24230","MAJESCO","GSSP","ErrorCode","billingSchedules_GET","508","Retrieving ErrorCode based on service and method name"
"24231","MAJESCO","GSSP","ErrorCode","payments_GET","510","Retrieving ErrorCode based on service and method name"
"24232","PAS","GSSP","EnrollStatus","PendingPrem","Complete","Retrieving EnrollStatus based on caseStatusCT"
"24233","MAJESCO","GSSP","ErrorCode","emp_memberCertificates_GET","514","Retrieving ErrorCode based on service and method name"
"27168","GSSP","PAS","MaintenanceAddress","BILL","SecondaryAddress",
"24234","MAJESCO","GSSP","ErrorCode","emp_billingSchedules_GET","508A","Retrieving ErrorCode based on service and method name"
"24235","MAJESCO","GSSP","ErrorCode","emp_payments_GET","510A","Retrieving ErrorCode based on service and method name"
"24236","MAJESCO","GSSP","ErrorCode","emp_billProfiles_GET","504A","Retrieving ErrorCode based on service and method name"
"24237","MAJESCO","GSSP","ErrorCode","emp_billPreference_GET","502A","Retrieving ErrorCode based on service and method name"
"24238","GSSP","PAS","Product_Name","Short Term Disability","STD","Retrieving PAS Product Code based on GSSP Product Name"
"24239","GSSP","PAS","Product_Name","Legal Services","LGL","Retrieving PAS Product Code based on GSSP Product Name"
"24240","PAS","GSSP","answerDescription","DHMO_TIERTYPE_3Tier","3 Tier (Employee, Employee+One, Employee+Family)","Retrieving PAS Product Code based on GSSP Product Name"
"24241","Majesco","Impaqs","VB_Document","ACC","AX","NULL"
"24242","Majesco","Impaqs","OptionStatus","Pending","Open","NULL"
"24243","PAS","GSSP","answerDescription","DHMO_TIERTYPE_4Tier","4 Tier (Employee, Employee+Spouse, Employee+Child(ren), Employee + Family)","Retrieving PAS Product Code based on GSSP Product Name"
"24244","PAS","GSSP","answerDescription","VIS_TIERTYPE_1Tier","1 Tier rate (Employee Only)","Retrieving PAS Product Code based on GSSP Product Name"
"24215","PAS","GSSP","ErrorElement","71","Dependent Birth Date","Retrieving ErrorElement based on ColumnIdentifier"
"24216","PAS","GSSP","ErrorElement","72","Dependent Gender","Retrieving ErrorElement based on ColumnIdentifier"
"24217","PAS","GSSP","ErrorElement","73","Dependent Tobacco Usage","Retrieving ErrorElement based on ColumnIdentifier"
"24218","PAS","ETL","CountryName","231","Liberia","NULL"
"24219","MAJESCO","ICOMP","State","4","AZ","Arizona"
"24251","PAS","GSSP","answerDescription","ACC_TIERTYPE_3Tier","3 Tier (Employee, Employee + 1, Employee + 2 or more)","Retrieving PAS Product Code based on GSSP Product Name"
"24252","PAS","GSSP","answerDescription","ACC_TIERTYPE_4Tier","4 Tier (Employee, Employee+Spouse, Employee+Child(ren), Employee + Family)","Retrieving PAS Product Code based on GSSP Product Name"
"24253","PAS","GSSP","answerDescription","CIAA_TIERTYPE_1Tier","1 Tier rate (Employee Only)","Retrieving PAS Product Code based on GSSP Product Name"
"24254","PAS","GSSP","answerDescription","HI_TIERTYPE_4Tier","4 Tier (Employee, Employee+Spouse, Employee+Child(ren), Employee + Family)","Retrieving PAS Product Code based on GSSP Product Name"
"24255","GSSP","PAS","answerDescription","10008_3 Tier (Employee, Employee + 1, Employee + 2 or more)","3Tier","Retrieving PAS Product Code based on GSSP Product Name"
"24256","GSSP","MAJESCO","RP_ACC_1","RP_ACC","COVERAGETYPE-*","NULL"
"24257","GSSP","MAJESCO","RP_LTD_1","RP_LTD","MAXBENEFITAMOUNT-BASE","NULL"
"24258","GSSP","PAS","ProductNameCode","108","OPTL","Retrieving PAS Product Code based on GSSP Product Name"
"24259","Majesco","GSSP","MonthOfTheYear","1","January","NULL"
"24260","PAS","GSSP","answerDescription","DPPO_TIERTYPE_1Tier","1 Tier rate (Employee Only)","Retrieving PAS Product Code based on GSSP Product Name"
"24261","PAS","GSSP","answerDescription","DPPO_TIERTYPE_2Tier","2 Tier (Employee, Employee + Family)","Retrieving PAS Product Code based on GSSP Product Name"
"24262","PAS","GSSP","answerDescription","DPPO_TIERTYPE_3Tier","3 Tier (Employee, Employee+One, Employee+Family)","Retrieving PAS Product Code based on GSSP Product Name"
"25926","PAS","GSSP","Maint_GroupStatus","PendingEnrollDef","InActive","Maintenance Group Status"
"24263","PAS","GSSP","answerDescription","DPPO_TIERTYPE_4Tier","4 Tier (Employee, Employee+Spouse, Employee+Child(ren), Employee + Family)","Retrieving PAS Product Code based on GSSP Product Name"
"24264","PAS","GSSP","answerDescription","DHMO_TIERTYPE_1Tier","1 Tier rate (Employee Only)","Retrieving PAS Product Code based on GSSP Product Name"
"24265","PAS","GSSP","answerDescription","DHMO_TIERTYPE_2Tier","2 Tier (Employee, Employee + Family)","Retrieving PAS Product Code based on GSSP Product Name"
"24266","Majesco","GSSP","MonthOfTheYear","07","July","NULL"
"24267","Majesco","GSSP","MonthOfTheYear","08","August","NULL"
"24268","Majesco","GSSP","MonthOfTheYear","09","September","NULL"
"24269","GSSP","MAJESCO","RP_VIS","VIS","FRAMESOTHERS","NULL"
"24270","GSSP","MAJESCO","RP_HI","HI","DURATIONRESTRICTIONEVENT","NULL"
"24271","GSSP","MAJESCO","RP_CIAA","CIAA","INITIALBENEFITEMPLOYEE","NULL"
"24272","GSSP","MAJESCO","RP_LTD_5","RP_LTD","GROSSUP-*","NULL"
"24273","PAS","GSSP","answerDescription","VIS_TIERTYPE_4Tier","4 Tier (Employee, Employee+Spouse, Employee+Child(ren), Employee + Family)","Retrieving PAS Product Code based on GSSP Product Name"
"24245","PAS","GSSP","answerDescription","VIS_TIERTYPE_2Tier","2 Tier (Employee, Employee + Family)","Retrieving PAS Product Code based on GSSP Product Name"
"24246","PAS","GSSP","answerDescription","VIS_TIERTYPE_3Tier","3 Tier (Employee, Employee+One, Employee+Family)","Retrieving PAS Product Code based on GSSP Product Name"
"24247","MAJESCO","GSSP","ErrorCode","emp_billPreference_PUT","503A","Retrieving ErrorCode based on service and method name"
"24248","GSSP","PAS","Product_Name","Supplemental Life / AD&D","OPTL","Retrieving PAS Product Code based on GSSP Product Name"
"24249","GSSP","PAS","Product_Name","Accident","ACC","Retrieving PAS Product Code based on GSSP Product Name"
"24250","GSSP","PAS","CoverageNameCode","112","DEPLC","Retrieving ProductCode based on ProductNameCode"
"24283","GSSP","MAJESCO","RP_DPPOPP_6","RP_DPPO_PP","COINSURANCEOUTOFNETWORK-Major","NULL"
"24284","GSSP","MAJESCO","RP_DPPOPP_7","RP_DPPO_PP","ANNUALMAXIMUMINNETWORK-*","NULL"
"24285","Majesco","GSSP","MonthOfTheYear","2","February","NULL"
"24286","Majesco","GSSP","MonthOfTheYear","3","March","NULL"
"24287","Majesco","GSSP","MonthOfTheYear","4","April","NULL"
"24288","Majesco","GSSP","MonthOfTheYear","5","May","NULL"
"24289","Majesco","GSSP","MonthOfTheYear","6","June","NULL"
"24290","Majesco","GSSP","MonthOfTheYear","7","July","NULL"
"24291","Majesco","GSSP","MonthOfTheYear","8","August","NULL"
"24292","Majesco","GSSP","MonthOfTheYear","9","September","NULL"
"24293","Majesco","GSSP","MonthOfTheYear","10","October","NULL"
"24294","Majesco","GSSP","MonthOfTheYear","11","November","NULL"
"24295","Majesco","GSSP","MonthOfTheYear","12","December","NULL"
"24296","Majesco","GSSP","MonthOfTheYear","01","January","NULL"
"24297","Majesco","GSSP","MonthOfTheYear","02","February","NULL"
"24298","Majesco","GSSP","MonthOfTheYear","03","March","NULL"
"24299","Majesco","GSSP","MonthOfTheYear","04","April","NULL"
"24300","Majesco","GSSP","MonthOfTheYear","05","May","NULL"
"24301","Majesco","GSSP","MonthOfTheYear","06","June","NULL"
"24302","GSSP","MAJESCO","RP_LTD_6","RP_LTD","ELIMINATIONPERIOD-*","NULL"
"24303","GSSP","MAJESCO","RP_DPPOPP_8","RP_DPPO_PP","ANNUALMAXIMUMOUTOFNETWORK-*","NULL"
"24304","GSSP","MAJESCO","RP_DPPOPP_9","RP_DPPO_PP","MEMBERDEDUCTIBLEINNETWORK-*","NULL"
"24305","GSSP","MAJESCO","RP_DPPOPP_10","RP_DPPO_PP","MEMBERDEDUCTIBLEOUTOFNETWORK-*","NULL"
"27169","GSSP","PAS","Maint.ContactType.Email","102","BusinessEmail",
"24274","PAS","GSSP","answerDescription","ACC_TIERTYPE_1Tier","1 Tier rate (Employee Only)","Retrieving PAS Product Code based on GSSP Product Name"
"24275","PAS","GSSP","answerDescription","ACC_TIERTYPE_2Tier","2 Tier (Employee, Employee + Family)","Retrieving PAS Product Code based on GSSP Product Name"
"24276","PAS","GSSP","answerDescription","CIAA_TIERTYPE_3Tier","3 Tier (Employee, Employee + 1, Employee + 2 or more)","Retrieving PAS Product Code based on GSSP Product Name"
"24277","PAS","GSSP","answerDescription","CIAA_TIERTYPE_4Tier","4 Tier (Employee, Employee+Spouse, Employee+Child(ren), Employee + Family)","Retrieving PAS Product Code based on GSSP Product Name"
"24278","PAS","GSSP","answerDescription","HI_TIERTYPE_1Tier","1 Tier rate (Employee Only)","Retrieving PAS Product Code based on GSSP Product Name"
"24279","PAS","GSSP","answerDescription","HI_TIERTYPE_2Tier","2 Tier (Employee, Employee + Family)","Retrieving PAS Product Code based on GSSP Product Name"
"24280","PAS","GSSP","answerDescription","HI_TIERTYPE_3Tier","3 Tier (Employee, Employee + 1, Employee + 2 or more)","Retrieving PAS Product Code based on GSSP Product Name"
"24281","GSSP","MAJESCO","RP_DPPOPP_4","RP_DPPO_PP","COINSURANCEOUTOFNETWORK-Preventive","NULL"
"24282","GSSP","MAJESCO","RP_DPPOPP_5","RP_DPPO_PP","COINSURANCEOUTOFNETWORK-Basic","NULL"
"24306","GSSP","MAJESCO","RP_DPPO_8","RP_DPPO","ANNUALMAXIMUMOUTOFNETWORK-*","NULL"
"24307","GSSP","MAJESCO","RP_DPPO_9","RP_DPPO","MEMBERDEDUCTIBLEINNETWORK-*","NULL"
"24308","GSSP","MAJESCO","RP_DPPO_10","RP_DPPO","MEMBERDEDUCTIBLEOUTOFNETWORK-*","NULL"
"24309","GSSP","MAJESCO","RP_DPPO_11","RP_DPPO","RNCPERCENTILE-*","NULL"
"24310","GSSP","MAJESCO","RP_DPPOPP_1","RP_DPPO_PP","COINSURANCEINNETWORK-Preventive","NULL"
"24311","GSSP","MAJESCO","RP_DPPOPP_2","RP_DPPO_PP","COINSURANCEINNETWORK-Basic","NULL"
"24312","MAJESCO","ICOMP","State","12","FL","Florida"
"24313","MAJESCO","ICOMP","State","28","MN","Minnesota"
"24314","MAJESCO","ICOMP","State","29","MS","Mississippi"
"24321","MAJESCO","ICOMP","State","36","NM","New Mexico"
"24322","PAS","GSSP","questionDesc","FUNDINGSHARINGAMOUNT","Source of Premium","Retrieving GSSP questionDescription based on PAS questionDesc"
"24323","GSSP","PAS","EmploymentStatusCode","R","Retired","Retrieving EmploymentStatus based on EmploymentStatusCode"
"24324","GSSP","MAJESCO","RP_DPPOPP_11","RP_DPPO_PP","RNCPERCENTILE-*","NULL"
"24325","GSSP","MAJESCO","RP_DPPOPP_12","RP_DPPO_PP","ORTHOCOVERAGE-*","NULL"
"24326","MAJESCO","ICOMP","State","13","GA","Georgia"
"24327","MAJESCO","ICOMP","State","15","HI","Hawaii"
"24328","GSSP","MAJESCO","RP_STD_1","RP_STD","BENEFITAMOUNT-BASE","NULL"
"24329","GSSP","MAJESCO","RP_STD_2","RP_STD","MAXBENEFITAMOUNT-BASE","NULL"
"24330","GSSP","MAJESCO","RP_STD_3","RP_STD","MAXBENEFITPERIOD-*","NULL"
"24331","GSSP","MAJESCO","RP_STD_4","RP_STD","ELIMINATIONPERIOD-*","NULL"
"24332","GSSP","MAJESCO","RP_STD_5","RP_STD","GROSSUP-*","NULL"
"24333","GSSP","MAJESCO","RP_VIS_1","RP_VIS","FRAMESOTHERS-*","NULL"
"24334","GSSP","MAJESCO","RP_VIS_2","RP_VIS","EXAMCOPAY-*","NULL"
"24335","GSSP","MAJESCO","RP_VIS_3","RP_VIS","MATERIALSCOPAY-*","NULL"
"24336","GSSP","MAJESCO","RP_VIS_4","RP_VIS","BENEFITSERVICEINTERVAL-*","NULL"
"24337","GSSP","MAJESCO","RP_HI_1","RP_HI","DURATIONRESTRICTIONEVENT-ICUSUPPLECONFINEMENT","NULL"
"24338","GSSP","MAJESCO","RP_CIAA_1","RP_CIAA","INITIALBENEFITEMPLOYEE-BENEFITAMOUNT","NULL"
"24339","Majesco","Impaqs","OptionStatus","Generated","Open","NULL"
"25927","PAS","GSSP","Maint_GroupStatus","PendingImpl","InActive","Maintenance Group Status"
"24340","GSSP","PAS","answerDescription","10006_Flat Percentage (%)","FlatPercentage","Retrieving GSSP answerDescription based on PAS answerCode"
"24341","GSSP","PAS","answerDescription","10006_None","NoCommission","Retrieving GSSP answerDescription based on PAS answerCode"
"24342","GSSP","PAS","answerDescription","10006_Standard Scale","StandardScale","Retrieving GSSP answerDescription based on PAS answerCode"
"24343","GSSP","MAJESCO","RP_STD","STD","BENEFITAMOUNT","NULL"
"24344","MAJESCO","ICOMP","State","9","DE","Delaware"
"24345","MAJESCO","ICOMP","State","10","DC","District of Columbia"
"24346","GSSP","MAJESCO","RP_DPPO_6","RP_DPPO","COINSURANCEOUTOFNETWORK-Major","NULL"
"24347","GSSP","MAJESCO","RP_DPPO_7","RP_DPPO","ANNUALMAXIMUMINNETWORK-*","NULL"
"24348","MAJESCO","ICOMP","State","25","MD","Maryland"
"24349","MAJESCO","ICOMP","State","26","MA","Massachusetts"
"24350","GSSP","MAJESCO","RP_DPPOPP_13","RP_DPPO_PP","COINSURANCEINNETWORK-Orthodontic","NULL"
"24351","GSSP","MAJESCO","RP_DPPOPP_14","RP_DPPO_PP","COINSURANCEOUTOFNETWORK-Orthodontic","NULL"
"24352","GSSP","MAJESCO","RP_DPPOPP_15","RP_DPPO_PP","LIFETIMEMAXIMUMINNETWORK-Orthodontic","NULL"
"24353","GSSP","MAJESCO","RP_DPPOPP_16","RP_DPPO_PP","LIFETIMEMAXIMUMOUTOFNETWORK-Orthodontic","NULL"
"24354","GSSP","MAJESCO","RP_DPPOPP_17","RP_DPPO_PP","ORTHOCOVERAGECHILDAGE-*","NULL"
"24355","GSSP","MAJESCO","RP_DPPO_3","RP_DPPO","COINSURANCEINNETWORK-Major","NULL"
"24356","GSSP","MAJESCO","RP_DPPOPP_3","RP_DPPO_PP","COINSURANCEINNETWORK-Major","NULL"
"24315","MAJESCO","ICOMP","State","30","MO","Missouri"
"24316","MAJESCO","ICOMP","State","31","MT","Montana"
"24317","MAJESCO","ICOMP","State","35","NJ","New Jersey"
"24318","GSSP","PAS","RelationToEmployee","D","DomesticPartner","Retrieving RelationToEmployee based on RelationToEmployeeCode"
"24319","GSSP","PAS","RelationToEmployee","C","Child","Retrieving RelationToEmployee based on RelationToEmployeeCode"
"24320","GSSP","PAS","EmploymentStatusCode","A","Active","Retrieving EmploymentStatus based on EmploymentStatusCode"
"24374","GSSP","MAJESCO","RP_LTD_2","RP_LTD","MAXBENEFITPERIOD-*","NULL"
"24375","GSSP","MAJESCO","RP_LTD_3","RP_LTD","OCCUPATIONDEFINITION-*","NULL"
"24376","GSSP","MAJESCO","RP_LTD_4","RP_LTD","EAPOPTION-*","NULL"
"24377","GSSP","MAJESCO","RP_LTD_7","RP_LTD","BENEFITAMOUNT-BASE","NULL"
"24378","GSSP","MAJESCO","RP_DPPO_1","RP_DPPO","COINSURANCEINNETWORK-Preventive","NULL"
"24379","GSSP","MAJESCO","RP_DPPO_2","RP_DPPO","COINSURANCEINNETWORK-Basic","NULL"
"24380","GSSP","MAJESCO","RP_DPPO_4","RP_DPPO","COINSURANCEOUTOFNETWORK-Preventive","NULL"
"24381","GSSP","MAJESCO","RP_DPPO_5","RP_DPPO","COINSURANCEOUTOFNETWORK-Basic","NULL"
"24382","MAJESCO","GSSP","tierCode","EES","103","Employee+Spouse"
"24383","MAJESCO","GSSP","tierCode","EEF","104","Employee+Family"
"24384","PAS","GSSP","Provisions_DHMO_2","DHMO_Custom","Managed Dental Plan","Retrieving Provision based on value"
"24385","MAJESCO","ICOMP","State","19","IA","Iowa"
"24386","MAJESCO","ICOMP","State","20","KS","Kansas"
"24387","MAJESCO","ICOMP","State","21","KY","Kentucky"
"24388","MAJESCO","ICOMP","State","22","LA","Louisiana"
